Date,Open,High,Low,Close,Return %,ASX accum. Return %,Gold USD,Gold AUD,Gold Return %,Gold Accum. Return %,AU/USD,Silver USD,Silver AUD,Silver Return %,Silver Accum. Return %,PE Ratio,Dividend Yield (%)
1/10/06,5115.40,5164.20,4961.30,5154.08,0.76,202.36,585.78,777.20,-1.85,64.13,0.75,11.56,15.34,-0.80,181.40,13.90,3.73
1/11/06,5154.10,5409.90,5142.70,5384.38,4.47,215.87,627.83,812.79,4.58,71.65,0.77,12.93,16.74,9.14,207.12,13.83,3.88
1/12/06,5384.40,5496.30,5322.40,5482.06,1.81,221.60,629.79,801.43,-1.40,69.25,0.79,13.36,17.00,1.56,211.92,14.38,3.73
1/1/07,5482.10,5684.40,5411.00,5669.87,3.43,232.62,631.17,806.41,0.62,70.30,0.78,12.79,16.34,-3.88,199.81,14.66,3.67
1/2/07,5669.90,5829.30,5499.00,5773.38,1.83,238.69,664.75,849.29,5.32,79.36,0.78,13.91,17.77,8.75,226.06,13.93,3.79
1/3/07,5773.40,6052.10,5773.40,5832.53,1.02,242.16,654.90,825.90,-2.75,74.42,0.79,13.18,16.62,-6.47,204.96,14.16,3.71
1/4/07,5832.50,5998.90,5641.10,5995.05,2.79,251.70,679.37,820.08,-0.70,73.19,0.83,13.74,16.59,-0.21,204.30,14.58,3.62
1/5/07,5995.00,6265.20,5915.80,6166.02,2.85,261.73,666.85,807.98,-1.48,70.63,0.83,13.15,15.93,-3.94,192.33,14.91,3.55
1/6/07,6166.00,6384.10,6134.20,6313.50,2.39,270.38,655.46,778.17,-3.69,64.34,0.84,13.14,15.60,-2.09,186.22,15.14,3.29
1/7/07,6313.50,6409.20,6170.20,6274.93,-0.61,268.12,665.30,767.12,-1.42,62.00,0.87,12.91,14.89,-4.58,173.11,15.27,3.34
1/8/07,6274.90,6436.70,6044.30,6144.17,-2.08,260.45,665.41,803.65,4.76,69.72,0.83,12.36,14.93,0.28,173.88,13.61,3.64
1/9/07,6144.20,6247.20,5483.30,6247.20,1.68,266.49,712.65,841.92,4.76,77.80,0.85,12.83,15.16,1.54,178.09,14.38,3.42
1/10/07,6247.20,6594.40,6146.50,6567.75,5.13,285.30,754.60,839.34,-0.31,77.26,0.90,13.67,15.21,0.32,178.97,14.91,3.36
1/11/07,6567.80,6800.20,6542.90,6754.15,2.84,296.23,808.98,900.72,7.31,90.22,0.90,14.70,16.37,7.64,200.29,14.25,3.56
1/12/07,6754.10,6851.50,6312.60,6533.15,-3.27,283.27,803.20,920.83,2.23,94.47,0.87,14.30,16.39,0.17,200.79,13.99,3.66
1/1/08,6533.10,6684.40,6105.10,6339.84,-2.96,271.93,887.93,1009.13,9.59,113.11,0.88,15.96,18.14,10.64,232.79,12.41,4.09
1/2/08,6339.80,6385.70,5186.80,5650.27,-10.88,231.47,922.30,1010.08,0.09,113.31,0.91,17.57,19.24,6.09,253.04,12.00,4.11
1/3/08,5650.30,6022.00,5490.40,5572.09,-1.38,226.89,968.41,1047.56,3.71,121.23,0.92,19.51,21.10,9.68,287.21,12.47,4.21
1/4/08,5572.10,5572.10,5039.60,5355.69,-3.88,214.19,909.70,977.81,-6.66,106.50,0.93,17.50,18.81,-10.87,245.12,12.54,4.16
1/5/08,5355.70,5672.70,5301.00,5595.41,4.48,228.25,888.66,936.29,-4.25,97.73,0.95,17.05,17.96,-4.50,229.59,12.52,4.13
1/6/08,5595.40,5980.80,5538.70,5654.70,1.06,231.73,889.49,935.25,-0.11,97.51,0.95,16.97,17.84,-0.67,227.37,11.34,4.49
1/7/08,5654.70,5681.50,5144.70,5215.31,-7.77,205.96,939.77,976.59,4.42,106.24,0.96,18.03,18.74,5.01,243.76,11.00,4.66
1/8/08,5215.30,5231.90,4787.50,4977.37,-4.56,192.00,839.03,950.17,-2.71,100.66,0.88,14.69,16.64,-11.21,205.22,11.39,4.83
1/9/08,4977.40,5146.30,4758.50,5135.57,3.18,201.28,829.93,1014.16,6.73,114.18,0.82,12.37,15.12,-9.14,177.34,10.27,4.89
1/10/08,5135.60,5177.20,4527.40,4600.52,-10.42,169.89,806.62,1177.16,16.07,148.60,0.69,10.41,15.19,0.50,178.73,8.55,6.51
1/11/08,4600.50,4832.50,3724.80,4017.96,-12.66,135.71,760.86,1158.07,-1.62,144.57,0.66,9.87,15.02,-1.12,175.62,8.46,6.71
1/12/08,4018.00,4340.50,3217.50,3742.52,-6.86,119.55,816.09,1218.76,5.24,157.38,0.67,10.29,15.37,2.29,181.94,8.90,6.33
1/1/09,3742.50,3742.50,3474.10,3722.31,-0.54,118.37,858.69,1275.12,4.62,169.29,0.67,11.29,16.77,9.10,207.59,8.19,6.87
1/2/09,3723.90,3817.90,3342.70,3540.71,-4.88,107.72,943.16,1452.18,13.89,206.68,0.65,13.41,20.65,23.16,278.82,8.70,6.75
1/3/09,3519.40,3578.70,3296.20,3344.51,-5.54,96.20,924.27,1388.45,-4.39,193.22,0.67,13.12,19.71,-4.54,261.60,9.29,6.06
1/4/09,3329.40,3706.60,3120.80,3582.15,7.11,110.15,890.20,1246.38,-10.23,163.22,0.71,12.51,17.52,-11.13,221.36,9.82,5.63
1/5/09,3583.60,3851.20,3550.90,3780.46,5.54,121.78,928.64,1212.80,-2.69,156.13,0.77,14.03,18.32,4.61,236.18,10.41,5.26
1/6/09,3771.40,3960.40,3714.90,3817.97,0.99,123.98,945.58,1178.84,-2.80,148.95,0.80,14.65,18.26,-0.32,235.09,10.34,5.21
1/7/09,3826.40,4079.40,3767.90,3954.89,3.59,132.01,934.23,1161.00,-1.51,145.19,0.80,13.36,16.60,-9.09,204.62,10.91,4.92
1/8/09,3939.50,4247.90,3709.20,4243.98,7.31,148.97,949.38,1137.09,-2.06,140.14,0.83,14.35,17.19,3.52,215.34,13.55,3.98
1/9/09,4245.90,4537.20,4244.60,4479.13,5.54,162.77,996.59,1156.42,1.70,144.22,0.86,16.39,19.02,10.66,248.94,14.13,3.82
1/10/09,4476.60,4767.90,4410.00,4743.64,5.91,178.28,1043.16,1150.68,-0.50,143.01,0.91,17.24,19.02,-0.01,248.91,13.73,3.93
1/11/09,4738.80,4895.30,4562.50,4643.23,-2.12,172.39,1127.04,1225.32,6.49,158.77,0.92,17.82,19.37,1.88,255.46,14.75,3.70
1/12/09,4611.00,4799.00,4502.50,4701.35,1.25,175.80,1134.72,1254.88,2.41,165.01,0.90,17.67,19.54,0.86,258.52,15.17,3.58
1/1/10,4696.90,4873.60,4596.20,4870.64,3.60,185.74,1117.96,1223.54,-2.50,158.40,0.91,17.79,19.47,-0.36,257.22,14.49,3.69
1/2/10,4864.90,4955.10,4566.70,4569.62,-6.18,168.08,1095.41,1236.29,1.04,161.09,0.89,15.87,17.91,-8.01,228.62,15.98,3.48
1/3/10,4569.90,4718.31,4464.90,4637.72,1.49,172.07,1113.34,1220.29,-1.29,157.71,0.91,17.11,18.75,4.70,244.08,17.16,3.34
1/4/10,4633.10,4928.90,4633.10,4875.52,5.13,186.02,1148.69,1239.17,1.55,161.70,0.93,18.10,19.53,4.12,258.24,16.69,3.47
1/5/10,4880.00,5025.10,4779.30,4807.37,-1.40,182.02,1205.43,1390.60,12.22,193.67,0.87,18.42,21.25,8.83,289.87,15.52,3.74
1/6/10,4782.80,4804.50,4175.70,4429.67,-7.86,159.87,1232.92,1446.00,3.98,205.37,0.85,18.45,21.64,1.83,297.01,15.15,3.84
1/7/10,4430.60,4622.00,4249.50,4301.50,-2.89,152.35,1192.97,1362.37,-5.78,187.71,0.88,17.96,20.51,-5.21,276.30,15.72,3.70
1/8/10,4284.60,4531.60,4182.30,4493.48,4.46,163.61,1215.81,1351.48,-0.80,185.41,0.90,18.36,20.41,-0.49,274.44,15.24,3.99
1/9/10,4495.10,4598.70,4313.90,4404.23,-1.99,158.37,1270.98,1353.90,0.18,185.92,0.94,20.55,21.89,7.26,301.63,16.05,3.82
1/10/10,4413.30,4698.00,4413.30,4582.91,4.06,168.86,1342.02,1367.09,0.97,188.71,0.98,23.39,23.83,8.84,337.16,16.14,3.93
1/11/10,4593.10,4725.90,4559.00,4661.60,1.72,173.47,1369.89,1385.81,1.37,192.66,0.99,26.54,26.85,12.68,392.59,15.14,4.05
1/12/10,4665.70,4815.00,4551.20,4584.43,-1.66,168.94,1390.55,1403.72,1.29,196.45,0.99,29.35,29.63,10.35,443.59,15.91,3.90
1/1/11,4581.40,4811.90,4557.00,4745.24,3.51,178.38,1356.40,1363.58,-2.86,187.97,0.99,28.40,28.55,-3.64,423.82,15.90,3.92
1/2/11,4758.30,4839.20,4686.50,4753.92,0.18,178.89,1372.73,1361.25,-0.17,187.48,1.01,30.78,30.52,6.91,460.00,15.29,3.92
1/3/11,4759.10,4944.40,4751.80,4831.66,1.64,183.45,1424.01,1408.70,3.49,197.50,1.01,35.81,35.42,16.06,549.95,15.05,3.90
1/4/11,4839.70,4864.30,4477.40,4837.88,0.13,183.81,1473.81,1396.17,-0.89,194.85,1.06,41.97,39.76,12.23,629.47,14.84,3.99
1/5/11,4836.10,4976.40,4788.60,4823.24,-0.30,182.95,1510.44,1417.13,1.50,199.28,1.07,36.75,34.48,-13.28,532.61,14.32,4.08
1/6/11,4826.30,4835.50,4582.70,4708.30,-2.38,176.21,1528.66,1440.51,1.65,204.21,1.06,35.80,33.74,-2.16,518.95,13.89,4.23
1/7/11,4711.30,4724.80,4451.70,4607.97,-2.13,170.33,1572.81,1459.79,1.34,208.29,1.08,37.92,35.20,4.33,545.73,13.37,4.38
1/8/11,4612.20,4657.40,4421.10,4424.65,-3.98,159.57,1755.81,1673.32,14.63,253.38,1.05,40.30,38.41,9.12,604.65,12.26,4.51
1/9/11,4440.90,4517.40,3765.90,4296.55,-2.90,152.06,1771.84,1730.79,3.43,265.52,1.02,38.15,37.27,-2.97,583.73,11.26,4.90
1/10/11,4297.90,4354.60,3862.40,4008.60,-6.70,135.16,1665.21,1641.09,-5.18,246.57,1.01,31.97,31.51,-15.45,478.06,12.00,4.60
1/11/11,3990.60,4417.60,3840.20,4298.12,7.22,152.15,1738.98,1721.73,4.91,263.60,1.01,33.08,32.75,3.95,500.90,11.81,4.76
1/12/11,4278.10,4365.00,3973.80,4119.82,-4.15,141.69,1652.31,1633.27,-5.14,244.92,1.01,30.41,30.06,-8.22,451.51,12.11,4.81
1/1/12,4119.80,4335.20,4038.10,4056.56,-1.54,137.98,1656.12,1591.05,-2.58,236.01,1.04,30.77,29.56,-1.66,442.36,12.58,4.64
1/2/12,4069.30,4315.60,4069.10,4262.68,5.08,150.07,1742.62,1623.33,2.03,242.82,1.07,34.14,31.80,7.58,483.49,12.49,4.64
1/3/12,4259.60,4318.80,4170.20,4298.55,0.84,152.17,1673.77,1590.32,-2.03,235.85,1.05,32.95,31.31,-1.56,474.40,12.94,4.58
1/4/12,4298.50,4361.10,4143.66,4335.24,0.85,154.33,1650.07,1593.67,0.21,236.56,1.04,31.55,30.47,-2.67,459.07,13.36,4.47
1/5/12,4348.80,4397.90,4246.10,4396.58,1.41,157.92,1585.50,1590.66,-0.19,235.92,1.00,28.67,28.76,-5.61,427.72,12.57,4.82
1/6/12,4396.60,4448.50,4024.80,4076.26,-7.29,139.13,1596.70,1595.17,0.28,236.88,1.00,28.05,28.02,-2.57,414.14,12.59,4.79
1/7/12,4075.80,4159.30,3985.00,4094.63,0.45,140.21,1593.91,1548.06,-2.95,226.93,1.03,27.43,26.64,-4.93,388.79,12.81,4.72
1/8/12,4098.00,4288.10,4062.30,4269.15,4.26,150.45,1626.03,1552.22,0.27,227.81,1.05,28.70,27.40,2.84,402.66,14.26,4.58
1/9/12,4269.20,4403.90,4212.70,4316.11,1.10,153.20,1744.45,1678.09,8.11,254.39,1.04,33.61,32.33,18.01,493.19,14.38,4.50
1/10/12,4310.00,4421.00,4261.20,4387.02,1.64,157.36,1747.14,1696.85,1.12,258.35,1.03,33.16,32.21,-0.39,490.88,14.79,4.45
1/11/12,4387.00,4581.80,4375.00,4517.00,2.96,164.99,1721.24,1654.63,-2.49,249.43,1.04,32.77,31.50,-2.19,477.97,14.64,4.49
1/12/12,4517.00,4519.30,4334.30,4506.04,-0.24,164.35,1682.88,1610.67,-2.66,240.15,1.04,31.96,30.59,-2.90,461.21,15.59,4.33
1/1/13,4506.00,4688.60,4500.20,4648.95,3.17,172.73,1670.95,1591.46,-1.19,236.09,1.05,31.11,29.63,-3.13,443.63,16.42,4.11
1/2/13,4648.90,4906.20,4648.90,4878.78,4.94,186.21,1627.59,1578.69,-0.80,233.40,1.03,30.33,29.42,-0.71,439.75,17.21,3.99
1/3/13,4878.80,5112.50,4869.50,5104.08,4.62,199.43,1592.86,1540.14,-2.44,225.26,1.03,28.80,27.85,-5.34,410.91,17.01,4.06
1/4/13,5104.10,5163.50,4927.90,4966.50,-2.70,191.36,1485.08,1430.41,-7.12,202.08,1.04,25.20,24.27,-12.84,345.33,17.64,3.92
1/5/13,4966.50,5195.10,4883.70,5191.22,4.52,204.54,1413.88,1427.75,-0.19,201.52,0.99,23.01,23.24,-4.27,326.31,16.99,4.09
1/6/13,5187.30,5249.60,4897.90,4926.57,-5.10,189.02,1342.36,1422.24,-0.39,200.36,0.94,21.11,22.37,-3.74,310.36,16.52,4.21
1/7/13,4926.60,4933.30,4632.30,4802.59,-2.52,181.74,1286.72,1405.13,-1.20,196.74,0.92,19.71,21.52,-3.77,294.90,17.29,4.00
1/8/13,4802.60,5098.50,4702.70,5051.98,5.19,196.37,1347.10,1490.97,6.11,214.87,0.90,21.84,24.17,12.31,343.50,16.18,4.00
1/9/13,5052.00,5168.20,5007.90,5134.96,1.64,201.24,1348.80,1452.94,-2.55,206.84,0.93,22.56,24.30,0.54,345.87,16.80,4.21
1/10/13,5135.00,5314.30,5115.10,5218.88,1.63,206.16,1316.18,1383.17,-4.80,192.11,0.95,21.92,23.04,-5.21,322.64,16.92,4.09
1/11/13,5218.90,5457.30,5118.90,5425.50,3.96,218.29,1275.82,1369.26,-1.01,189.17,0.93,20.76,22.28,-3.28,308.78,16.56,4.19
1/12/13,5425.50,5439.20,5284.90,5320.05,-1.94,212.10,1225.40,1363.07,-0.45,187.86,0.90,19.61,21.81,-2.10,300.21,16.72,4.19
1/1/14,5320.00,5367.40,5028.20,5352.21,0.60,213.99,1244.80,1405.62,3.12,196.85,0.89,19.91,22.48,3.07,312.49,16.26,4.29
1/2/14,5352.20,5383.40,5158.90,5190.00,-3.03,204.47,1300.98,1449.59,3.13,206.13,0.90,20.83,23.21,3.23,325.83,16.10,4.06
1/3/14,5190.00,5461.70,5052.20,5404.82,4.14,217.07,1336.08,1470.61,1.45,210.57,0.91,20.74,22.83,-1.64,318.84,15.90,4.26
1/4/14,5404.80,5462.31,5288.50,5394.83,-0.18,216.49,1299.00,1394.76,-5.16,194.55,0.93,19.71,21.16,-7.30,288.28,16.19,4.19
1/5/14,5394.80,5554.50,5350.50,5489.07,1.75,222.02,1287.53,1383.55,-0.80,192.19,0.93,19.36,20.80,-1.70,281.69,16.07,4.23
1/6/14,5489.10,5541.70,5372.10,5492.55,0.06,222.22,1279.10,1365.98,-1.27,188.47,0.94,19.78,21.12,1.54,287.55,15.74,4.30
1/7/14,5484.10,5526.00,5373.60,5395.75,-1.76,216.54,1310.97,1396.53,2.24,194.93,0.94,20.92,22.29,5.50,308.87,16.48,4.11
1/8/14,5395.70,5644.20,5370.90,5632.91,4.40,230.45,1295.99,1391.95,-0.33,193.96,0.93,19.80,21.27,-4.57,290.17,16.23,4.22
1/9/14,5632.90,5679.50,5425.20,5625.90,-0.12,230.04,1238.82,1368.15,-1.71,188.93,0.91,18.49,20.42,-3.98,274.65,15.20,4.52
1/10/14,5625.90,5672.70,5253.10,5292.81,-5.92,210.50,1222.49,1392.82,1.80,194.14,0.88,17.19,19.59,-4.09,259.33,16.00,4.25
1/11/14,5292.80,5526.60,5122.00,5526.60,4.42,224.22,1176.30,1360.98,-2.29,187.42,0.86,15.97,18.48,-5.66,239.01,15.02,4.41
1/12/14,5526.60,5550.30,5292.90,5313.00,-3.86,211.69,1200.96,1454.62,6.88,207.19,0.83,16.24,19.67,6.46,260.89,15.39,4.48
1/1/15,5313.00,5486.70,5142.80,5411.02,1.84,217.44,1251.85,1550.80,6.61,227.51,0.81,17.10,21.18,7.69,288.66,15.72,4.38
1/2/15,5411.00,5619.50,5267.40,5588.32,3.28,227.84,1227.19,1575.14,1.57,232.65,0.78,16.84,21.61,2.04,296.57,15.72,4.18
1/3/15,5588.30,5955.50,5588.30,5928.77,6.09,247.81,1178.63,1525.67,-3.14,222.20,0.77,16.22,21.00,-2.86,285.22,15.57,4.21
1/4/15,5928.80,5996.90,5748.70,5891.50,-0.63,245.62,1197.91,1546.80,1.38,226.66,0.77,16.32,21.07,0.37,286.63,16.86,4.21
1/5/15,5891.50,5996.40,5749.90,5789.98,-1.72,239.67,1199.05,1519.24,-1.78,220.84,0.79,16.80,21.29,1.01,290.54,15.86,4.50
1/6/15,5790.00,5901.80,5574.60,5777.16,-0.22,238.92,1181.50,1532.19,0.85,223.58,0.77,16.10,20.88,-1.91,283.07,15.40,4.62
1/7/15,5777.20,5777.20,5390.50,5459.00,-5.51,220.25,1130.04,1524.57,-0.50,221.97,0.74,15.07,20.33,-2.62,273.02,15.77,4.50
1/8/15,5459.00,5718.90,5383.70,5699.20,4.40,234.34,1117.48,1530.69,0.40,223.26,0.73,14.94,20.46,0.65,275.46,15.62,4.94
1/9/15,5699.20,5727.70,4928.30,5207.00,-8.64,205.47,1124.53,1594.81,4.19,236.80,0.71,14.72,20.88,2.01,283.01,15.00,5.07
1/10/15,5207.00,5221.13,4918.40,5021.63,-3.56,194.59,1159.25,1608.05,0.83,239.60,0.72,15.71,21.79,4.39,299.82,15.73,4.78
1/11/15,5021.70,5384.80,5021.70,5239.44,4.34,207.37,1085.70,1519.71,-5.49,220.94,0.71,14.51,20.31,-6.80,272.64,15.77,4.74
1/12/15,5239.40,5313.70,4979.20,5166.52,-1.39,203.09,1068.25,1474.89,-2.95,211.48,0.72,14.05,19.40,-4.49,255.90,15.82,4.73
1/1/16,5166.50,5325.80,4909.56,5295.86,2.50,210.68,1097.38,1568.37,6.34,231.22,0.70,14.01,20.02,3.22,267.37,15.05,4.97
1/2/16,5295.90,5331.40,4803.90,5005.52,-5.48,193.65,1199.91,1682.96,7.31,255.42,0.71,15.06,21.12,5.49,287.54,14.36,4.78
1/3/16,5005.50,5073.00,4706.70,4880.93,-2.49,186.34,1246.34,1662.42,-1.22,251.08,0.75,15.42,20.57,-2.63,277.36,14.60,4.70
1/4/16,4880.90,5216.20,4868.10,5082.79,4.14,198.18,1242.26,1621.59,-2.46,242.46,0.77,16.25,21.21,3.13,289.18,15.47,4.43
1/5/16,5082.80,5281.60,4893.50,5252.22,3.33,208.12,1259.40,1724.50,6.35,264.19,0.73,16.88,23.11,8.97,324.07,16.98,4.54
1/6/16,5252.20,5427.70,5182.20,5378.56,2.41,215.53,1276.40,1724.10,-0.02,264.11,0.74,17.18,23.21,0.40,325.76,16.03,4.63
1/7/16,5378.60,5392.50,5051.00,5233.38,-2.70,207.02,1337.30,1776.30,3.03,275.13,0.75,19.92,26.46,14.02,385.45,17.33,4.28
1/8/16,5233.40,5570.40,5148.70,5562.36,6.29,226.31,1341.10,1756.80,-1.10,271.01,0.76,19.64,25.73,-2.76,372.03,16.72,4.35
1/9/16,5562.40,5611.20,5412.60,5433.03,-2.33,218.73,1326.00,1747.10,-0.55,268.96,0.76,19.28,25.40,-1.26,366.07,16.53,4.38
1/10/16,5433.00,5473.30,5192.20,5435.92,0.05,218.90,1266.60,1663.60,-4.78,251.33,0.76,17.73,23.29,-8.33,327.25,16.04,4.58
1/11/16,5435.90,5498.00,5261.40,5317.73,-2.17,211.96,1236.00,1642.40,-1.27,246.85,0.75,17.41,23.13,-0.66,324.45,16.88,4.45
1/12/16,5317.70,5520.90,5052.10,5440.47,2.31,219.16,1151.40,1562.40,-4.87,229.96,0.74,16.37,22.21,-3.98,307.55,17.74,4.25
1/1/17,5440.50,5699.10,5383.80,5665.79,4.14,232.38,1192.60,1596.40,2.18,237.14,0.75,16.80,22.49,1.24,312.60,17.29,4.36
1/2/17,5667.40,5827.50,5604.30,5620.91,-0.79,229.75,1234.36,1610.70,0.90,240.16,0.77,17.87,23.32,3.69,327.82,18.48,4.16
1/3/17,5620.90,5833.20,5582.70,5712.22,1.62,235.11,1231.10,1615.40,0.29,241.15,0.76,17.58,23.07,-1.07,323.23,18.64,4.09
1/4/17,5712.20,5901.50,5675.00,5864.90,2.67,244.06,1265.60,1681.80,4.11,255.17,0.75,18.05,23.99,3.98,340.07,19.01,4.01
1/5/17,5864.90,5950.10,5790.60,5924.06,1.01,247.53,1245.00,1675.00,-0.40,253.74,0.74,16.76,22.55,-5.99,313.70,17.18,4.18
1/6/17,5924.10,5956.52,5679.80,5724.57,-3.37,235.83,1260.30,1667.00,-0.48,252.05,0.76,16.94,22.41,-0.63,311.10,17.32,4.19
1/7/17,5724.60,5836.40,5629.80,5721.49,-0.05,235.65,1236.20,1585.60,-4.88,234.86,0.78,16.14,20.70,-7.61,279.82,17.36,4.18
1/8/17,5721.50,5799.60,5653.30,5720.59,-0.02,235.60,1282.30,1620.60,2.21,242.25,0.79,16.91,21.37,3.23,292.08,15.39,4.39
1/9/17,5720.60,5806.30,5645.80,5714.52,-0.11,235.24,1315.00,1649.60,1.79,248.37,0.80,17.45,21.89,2.43,301.62,15.39,4.36
1/10/17,5714.50,5777.70,5639.40,5681.61,-0.58,233.31,1279.50,1643.30,-0.38,247.04,0.78,16.93,21.74,-0.67,298.94,15.80,4.22
1/11/17,5681.60,5938.10,5650.90,5909.02,4.00,246.65,1282.30,1682.40,2.38,255.30,0.76,17.00,22.30,2.58,309.22,15.88,4.17
1/12/17,5909.00,6052.10,5909.00,5969.89,1.03,250.22,1261.30,1653.50,-1.72,249.20,0.76,16.16,21.18,-5.02,288.68,16.07,4.13
1/1/18,5969.90,6092.80,5938.70,6065.13,1.60,255.81,1331.70,1673.10,1.19,253.33,0.80,17.16,21.56,1.77,295.55,15.88,4.14
1/2/18,6065.10,6150.00,5991.90,6037.68,-0.45,254.20,1331.50,1692.10,1.14,257.35,0.79,16.65,21.16,-1.86,288.21,16.05,4.17
1/3/18,6037.70,6121.40,5786.80,6015.96,-0.36,252.93,1324.70,1707.50,0.91,260.60,0.78,16.47,21.23,0.33,289.50,15.42,4.35
1/4/18,6016.00,6026.10,5752.70,5759.37,-4.27,237.87,1334.70,1736.60,1.70,266.75,0.77,16.61,21.61,1.80,296.51,15.99,4.18
1/5/18,5759.40,5991.10,5724.80,5982.73,3.88,250.98,1303.00,1732.20,-0.25,265.82,0.75,16.47,21.90,1.31,301.71,16.04,4.18
1/6/18,5982.70,6146.80,5964.10,6011.88,0.49,252.69,1281.60,1709.80,-1.29,261.09,0.75,16.52,22.04,0.66,304.36,16.70,4.06
1/7/18,6011.90,6250.80,5972.00,6194.63,3.04,263.41,1238.50,1673.30,-2.13,253.38,0.74,15.71,21.23,-3.69,289.42,16.84,4.02
1/8/18,6194.63,6306.10,6174.40,6280.20,1.38,268.43,1201.30,1639.30,-2.03,246.20,0.73,15.01,20.48,-3.50,275.80,16.93,4.02
1/9/18,6280.20,6373.50,6230.90,6319.50,0.63,270.73,1198.50,1663.30,1.46,251.27,0.72,14.26,19.79,-3.38,263.10,16.70,4.08
1/10/18,6319.50,6333.70,6102.00,6207.56,-1.77,264.17,1215.40,1709.70,2.79,261.06,0.71,14.58,20.51,3.63,276.29,15.56,4.40
1/11/18,6207.60,6207.60,5624.60,5830.31,-6.08,242.03,1221.00,1684.80,-1.46,255.81,0.72,14.37,19.83,-3.32,263.80,15.35,4.47
1/12/18,5830.30,5941.30,5594.00,5667.16,-2.80,232.46,1247.90,1736.30,3.06,266.68,0.72,14.70,20.45,3.15,275.26,14.77,4.65
1/1/19,5667.20,5771.20,5410.20,5646.37,-0.37,231.24,1291.80,1806.00,4.01,281.40,0.72,15.59,21.80,6.56,299.89,15.72,4.37
1/2/19,5646.40,5915.20,5552.00,5864.65,3.87,244.05,1320.10,1848.90,2.38,290.46,0.71,15.81,22.14,1.59,306.26,15.77,4.28
1/3/19,5864.70,6191.10,5848.90,6168.99,5.19,261.90,1300.90,1837.00,-0.64,287.95,0.71,15.32,21.63,-2.30,296.91,16.10,4.20
1/4/19,6169.00,6270.90,6096.80,6180.73,0.19,262.59,1286.40,1809.50,-1.50,282.14,0.71,15.04,21.16,-2.21,288.15,16.29,4.17
1/5/19,6180.70,6390.50,6169.80,6325.47,2.34,271.08,1284.00,1849.30,2.20,290.55,0.69,14.62,21.06,-0.47,286.33,16.26,4.02
1/6/19,6325.50,6510.90,6203.10,6396.85,1.13,275.27,1359.00,1956.50,5.80,313.18,0.69,14.99,21.58,2.49,295.94,17.21,3.96
1/7/19,6396.90,6691.50,6315.60,6618.77,3.47,288.29,1413.00,2024.40,3.47,327.52,0.70,15.74,22.55,4.50,313.74,16.67,3.86
1/8/19,6618.80,6875.50,6618.80,6812.56,2.93,299.66,1498.80,2212.60,9.30,367.27,0.68,17.14,25.30,12.20,364.24,16.53,4.13
1/9/19,6812.60,6812.60,6396.00,6604.22,-3.06,287.43,1511.30,2219.20,0.30,368.66,0.68,18.17,26.68,5.45,389.52,17.21,3.95
1/10/19,6604.20,6775.60,6503.90,6688.35,1.27,292.37,1494.80,2199.96,-0.87,364.60,0.68,17.62,25.93,-2.81,375.78,17.23,3.91
1/11/19,6688.30,6766.20,6475.40,6663.37,-0.37,290.91,1470.02,2153.46,-2.11,354.78,0.68,17.18,25.17,-2.95,361.75,17.67,3.84
1/12/19,6663.40,6893.70,6634.70,6846.00,2.74,301.62,1476.04,2147.54,-0.28,353.53,0.69,17.11,24.89,-1.09,356.73,19.76,3.90
1/1/20,6846.00,6890.00,6590.10,6684.08,-2.37,292.12,1560.70,2278.00,6.08,381.08,0.69,17.96,26.21,5.30,380.96,20.05,3.84
1/2/20,6684.10,7144.90,6669.20,7017.22,4.98,311.66,1598.82,2395.60,5.16,405.92,0.67,17.92,26.85,2.43,392.63,18.59,4.20
1/3/20,7017.20,7197.20,6426.80,6441.21,-8.21,277.87,1593.76,2558.60,6.80,440.34,0.62,14.96,24.02,-10.55,340.64,18.59,4.20
1/04/20,5181.40,5366.40,5005.80,5076.80,-21.18,197.83,1621.65,2658.40,3.90,461.42,0.61,14.54,23.84,-0.75,337.32,18.59,4.20
